CompanyName,AuthorEmploymentStatus,AuthorJobRole,AuthorLocation,Pros,Cons,ReviewDate,ReviewMainText,ReviewTitle,OverallRating
Roche,,Current Employee ,,"Ethical environment, good benefits, diversity mind set","Divestments unexpected , slow to take decisions",28-Jun-18,I have been working at Roche full-time for more than 8 years,"""Cost Account""",4
Roche,,Current Employee ,,Fast growing business with an excellent portfolio and technology.,Still has a family own culture. Strongly driven by marketing and sales.,11-Jun-18,I have been working at Roche full-time for more than 10 years,"""Director""",5
Roche,,Former Employee ,,Great people to work with.  Very professional and  Great benefits.,More management presence and  timely dissemination of information to employees.,21-Jun-18,I worked at Roche full-time,"""Overall Great place to work, Great people""",4
Roche,,Current Employee ,,"Good pay (one of the highest you can find), awesome benefits (one of the best and the most comprehensive you can find), good work life balance (not the best because working from home is not allowed often). Tuition reimbursement 100% (limited to the number of classes you take per year).","The same job forever. Very difficult to move because no preference is given to the internal candidates. Promotions are only in R&D, the rest of organization does not see any. Each time they post position - they bring a pool of external candidates. Managers do not promote their employees unless you are in R&D. I have seen people stuck for 10 years not being able to move even though the company is huge.",11-Jun-18,I have been working at Roche full-time,"""Good pay / same job""",3
Roche,, ,,"Great working environment, amazing people.","Poor Management, lack of scientific creativity.",9-Jun-18,I worked at Roche ,"""Scientist""",2
Roche,,Former Employee ,,Excellent company culture with products geared toward centric patient care and unmet needs.,Great experience with management and internal teams...No negatives.,9-Jun-18,I worked at Roche full-time for more than 3 years,"""Account Executive""",4
Roche,,Current Employee ,,Relaxed work environment. Large clean campus with perks.,Diabetes care's future is up in the air with some promising possibilities and some hefty challenges.,4-Jun-18,I have been working at Roche full-time for more than 3 years,"""Diabetes Care""",3
Roche,, ,,Great benefits and pay.  New building in this location,"Although benefits & pay are great it does not make up for the poorly lacking leadership in this location.  There are many leaders who allow & ignore bad behaviors by their employees or who they themselves do not support a culture of teamwork and innovative thinking their employees so desperately crave.  They rely on out dated and unorganized processes.  They do not represent the culture of the many companies they acquire, although they will take the credit.",27-Jun-18,I worked at Roche ,"""When will Pleasanton Molecular Diagnostics  leadership listen to employees""",1
Roche,,Former Employee ,,Good benefits. Work / life balance.,Uses fear-mongering as management tactic. Lack of communication and no accountability at every level of leadership. Uses 'skills enrichment opportunities' as a way to not have to promote or pay you for your extra work. Is known for laying off high earners after decades of company loyalty to keep bottom line down.,24-Jun-18,I worked at Roche full-time for more than 3 years,"""Where do I start...""",1
Roche,,Former Employee ,,"Benefits,  autonomy, global travel","Leadership direction, some micro-management and typical political games",31-May-18,I worked at Roche full-time,"""IT Support Solution Engineer""",4
Roche,,Former Employee ,,Grt place to work. Work n life balance,Sometimes work interferes with preplabnwd life  activities,7-May-18,I worked at Roche full-time for less than a year,"""Applications specialist""",5
Roche,,Current Employee ,,Great benefits.  Lots of products in the pipeline going through a lull now in the company but great future.,Ivory Tower syndrome happens often where those in global corporate don't really understand what the business needs fully where business happens.  Too much bureaucracy to get good ideas off the ground and too many bad ideas being pushed down that don't make business sense to those impacted,2-May-18,I have been working at Roche full-time for more than 10 years,"""Good Company""",5
Roche,,Current Employee ,,"Interesting Science
Diverse environment
Overall good people","Office politics
Slow upward mobility
Poor work life balance",8-May-18,I have been working at Roche full-time,"""Decent company""",3
Roche,,Former Employee ,,Flexibility and work-life balance. Good culture and teams and people are great to work with.,"Pay is less, does not get evaluated according to current market, even though they say so.",16-Mar-18,I worked at Roche full-time for more than 10 years,"""Principal Scientist I""",4
Roche,,Former Employee ,,"The average employee is fantastic. When you find a great manager, they are a pleasure to work for.  There are opportunities to grow one's career around the world.","Having spent more than two decades at this company I can assure you that (with very few exceptions) managers are trained by boss expectations to manage upward. Their employees are valued for what they can produce to make the manager look good and nothing else.  

The company attempts to portray itself as a benevolent organization where each employee cares as much for their customer as for profit or individual advancement.  Actually, shareholders, executives and the C Suite think short term profit above all else unless forced to by govt pressure.  The company is extraordinarily risk averse.

Every 2 or 3 years they introduce a new ""philosophy"" or cultural change that ""will improve employees' and/or customer's lives"". These changes are implemented from the bottom up, top management/executives are exempt. i.e. destined to fade into oblivion.",27-Apr-18,I worked at Roche full-time for more than 10 years,"""Managers learn to become just bosses""",2
Roche,,Former Employee ,,"Strong pipeline, good environment and competitive compensation","Conservative development program, regional
supporting is not quite strong",5-May-18,I worked at Roche full-time for more than 3 years,"""Field sales manager""",4
Roche,,Current Employee ,,"Big company with good benefits, has good long term strategy. Ability to buy new companies that adds to scientific strategy.","Tries to look like a fair and good company, but actions taken are usually for the business profits made by company, with less concern for employees. Politics and personal gains dictates most decisions at a manager - employee level, decreasing motivation from employee’s side.",21-Apr-18,I have been working at Roche full-time for more than 3 years,"""More politics, less science, less communications""",2
Roche,,Current Employee ,,Good money with really great benefits. They have a good mission statement. But leadership and Management is useless. Won’t stick around here for long.,"Toxic culture, mismanaged priorities, overworked employees not interested in collaboration, everyone’s looking for a promotion with limited or compromised delivery.",15-May-18,I have been working at Roche full-time for more than a year,"""A headless giant""",1
Roche,,Former Employee ,,"Good training, company car, good benefits","Long hours, short staff, large territory, weekend call",9-Apr-18,I worked at Roche full-time,"""Roche field service""",5
Roche,,Current Employee ,,Products are best in class with regard to accuracy.,Careerists run this company. Only care about maintaining their status and jobs. Poor leadership throughout the company.  Most leaders are lost and confused about their roles. Politics drive all decisions. Best employees either leave or are driven out.,9-May-18,I have been working at Roche full-time for more than 5 years,"""Toxic culture at Roche""",1
Roche,,Current Employee ,,"Great building, subsidized meals, gym, bonus and high pay flexible work culture","decision making, slow to move, culture of consensus",16-Apr-18,I have been working at Roche full-time,"""Great Perks""",3
Roche,,Current Employee ,,Good company culture and fair benefits,less flexibility and too many SOPs,26-Mar-18,I have been working at Roche full-time for more than 10 years,"""Great company to work with""",5
Roche,,Current Employee ,,"- Once a premier Diagnostics Company. Not any longer with the infiltration of the new TD culture.

- One Roche is doing the direct opposite of what it was intended by killing the morale of the workforce and weakening customer loyalty.

- Heavy back door processes and procedures takes over one month to generate a pricing proposal

- Marketing only manages inventory. They do not monitor competition, nor communicate strategy. Allocations and quality issues across all franchises is making the company suffer. No one is addressing issues.","- TD have taken over Roche US. Leadership does not practice what they preach about being in position too long and needing to move on. NADEC is clueless and just ""yes"" people .",3-May-18,I have been working at Roche full-time for more than 10 years,"""Leadership are Out of Touch with Customers and the Market.""",1
Roche,,Current Employee ,,"Great culture, very collaborative - people are always willing to help","Since Roche is a big company, approvals are a little more difficult",27-Mar-18,I have been working at Roche full-time,"""Roche Diagnostics""",5
Roche,,Current Employee ,,"Good benefits. Lots of recreation groups and a caf that serves decent food at low costs. Lots of opportunity for overtime. You go to work, do what you have to do and leave- no one watching and tracking your time.",Either you're a lifer or a temp or newly converted to permanent. Very slow pace if you want to move up in titles have to leave your department. Lifers (usually the ones in charge) are not really open to change and improvement to records. The culture values are great in theory but are not always followed in manufacturing.,27-Mar-18,I have been working at Roche full-time,"""Decent First Job""",3
Roche,, ,,"Good culture, high quality of science","Very layered organization, complicated processes",25-Mar-18,I have been working at Roche ,"""Recommended""",4
Roche,,Current Employee ,,"Collaborative environment, very fair and meritocratic, multicultural workforce, European approach to benefits","A bit beaurocratic, partly because of the Swiss influence, partly because of the focus on healthcare  (highly regulated space)",10-Mar-18,I have been working at Roche full-time for more than 3 years,"""Great company with a strong European culture""",5
Roche,,Former Employee ,,"Great benefits, on-site wellness and fitness center.  Good work-life balance.  Exceptional talent from top to bottom in the organization.  Global influence.","There are not many cons.  Just like any organization it can be difficult to move internally.  There is not always unity between global sites, but this is getting better.",26-Mar-18,I worked at Roche full-time for more than 10 years,"""Great sense of accomplishment""",4
Roche,,Current Employee ,,"Compensation, Benefits, good work/life balance",Toxic environment created by upper leadership,17-Mar-18,I have been working at Roche full-time,"""Middle Management""",2
Roche,,Former Employee ,,"Wonderful people, amazing products with a driven purpose",Leadership is out of touch with the employees.  Promises are not fulfilled and Sr. leadership lives on soundbites and shiny objects.  it's hard to get any meaningful work done.,13-Mar-18,I worked at Roche full-time,"""Anonymous""",3
Roche,,Current Employee ,,"very exciting project and great colleagues
great learning and growing opportunities
benefits are fabulous and the compensation is pretty competitive 
transparent and direct communications (albeit being a big corporation) 
great support from my manager and the management teams","location is in Pleasanton
communication between different sites can be challenging since we are in different time zones",28-Feb-18,I have been working at Roche full-time for more than 3 years,"""I enjoy working here a lot""",5
Roche,,Current Employee ,,great company with integrity and exciting prodcuts,Roche is a massive organization that can be hard to navigate,8-Mar-18,I have been working at Roche full-time,"""Roche Molecular Systems""",4
Roche,,Former Employee ,,Ok to wok for but as sales go they seem to have a lot of trouble keeping customer sales up,Over worked paid a salary but worked an average of 20 hours over a week,5-Mar-18,I worked at Roche full-time for more than 8 years,"""Customer support tech""",3
Roche,,Former Employee ,,"People are great, opportunity to grow",Management can be weak and not address personnel problems.,4-Mar-18,I worked at Roche full-time for more than 3 years,"""Overall good place to work!""",4
Roche,,Current Employee ,,Quality products with great investments in development and future.  Global presence with major market share and diverse portfolio.,Big company many channels and processes and procedures.,5-Mar-18,I have been working at Roche full-time for more than 10 years,"""Sales""",4
Roche,,Former Employee ,,"Awesome culture, work/life balance and working environment",Pay is not as competitive as competition due primarily to location,2-Mar-18,I worked at Roche full-time,"""Great Company""",4
Roche,, ,,"Security, Benefits, growth potential, colleges","very hard to navigate processes, the support teams run very lean,  lack of loyalty",23-Feb-18,I have been working at Roche ,"""Director of Technical Support""",4
Roche,,Current Employee ,,"Career opportunities are good, leadership is good",Compensation and benefits is not in line with market,22-Feb-18,I have been working at Roche full-time for more than 3 years,"""Engineering""",4
Roche,,Former Employee ,,"Competitive team to work with, good pays","Not much to say, sometimes need work extra hours",8-Feb-18,I worked at Roche full-time,"""QA""",5
Roche,,Current Employee ,,"Good benefits and vacation policy, you can also work from home as long as your manager approves. Patients focus culture.",Complicated process make it hard to change anything. Value more on how to do thing right than doing the right thing.,17-Feb-18,I have been working at Roche full-time for more than 5 years,"""Big company environment, people hesitate to make decision.""",2
Roche,,Current Employee ,,"Very Friendly company culture, Great Benefits, Management listens to employees and will try to help you build your career.",Hire a lot of contractors and very rarely convert them into full-time employees.  Contractors do not receive company benefits.,22-Jan-18,I have been working at Roche full-time for more than a year,"""HR""",5
Roche,,Current Employee ,,Fairly good benefits. There are a lot of great co-workers and talented minds. Most everyone is willing to pool ideas and think outside of the box. Opportunity to learn many new processes including automated sample processing in the Bio Tech world.,"Corporate takeover of Ariosa by Roche was an integration nightmare. No support from Roche for over 2 years during the ""Integration Process"" until suddenly the hammer came down and staff were rushed to sign off on training's that were halfass at best.  The previous biotech start up culture was open and productive. When Roche took over that went away and Roche continued to cut costs at  the San Jose site because of failures and bad investments at other sites.  A lot of talent was lost, employee retention became a major issue. HR culture is a nightmare.  They seem to have completely lost sight of what HR is supposed to do and instead run things like they are the Gestapo.",26-Feb-18,I have been working at Roche full-time for more than 3 years,"""Right and Left Hand Not Communicating""",1
Roche,,Former Employee ,,"Benefits, work environment, technology, helping patients","Stress, overworked at times, false naratives",31-Jan-18,I worked at Roche full-time for more than 10 years,"""Great until is wasn't""",4
Roche,,Former Employee ,,"Good money, great group of people","Long hours, open 24 hours a day",2-Feb-18,I worked at Roche full-time,"""TSS""",3
Roche,,Current Employee ,,Very flexible; good work/ life balance,"Due to global structure, changes take a very long time",12-Jan-18,I have been working at Roche full-time,"""Great place to work""",5
Roche,, ,,I really enjoyed the people I worked with and the benefits were great.,Some issues with competition having products to the market; we fell behind a bit.,26-Jan-18,I worked at Roche ,"""Account Manager""",3
Roche,,Former Employee ,,"Benefits, work-life balance, friendly atmoshphere",Stability was not there for some positions,22-Jan-18,I worked at Roche full-time,"""Overall a great company to work for.""",4
Roche,,Former Employee ,,Great place to work for - good management - Friendly,none that i can think of,11-Jan-18,I worked at Roche full-time,"""SQA""",5
Roche,,Current Employee ,,"Work on novel technologies, site to site collaboration","Difficult to move up, Very much a ""boy's club"" culture, Very little employee development",20-Jan-18,I have been working at Roche full-time for more than a year,"""System Engineer""",3
Roche,,Current Employee ,,"- Incredible amenities including onsite (SSF) daycare, health care, gym facilities, cafeterias, unlimited coffee/espresso
 - Super smart employees
 - Focus on the patients is paramount, based on the science is fundamental, driven for the business is critical","- Arrogance at times within leadership is palpable
 - Inefficiencies in corporate governance and decision making",4-Jan-18,I have been working at Roche full-time for more than 10 years,"""Solid...for now""",4
Roche,,Former Employee ,,By far the people who work at Roche make this a world class company.  The company makes investments into their employees.,"Consensus driven management style, often a late adopter to new technology.  Some business units have dated products, but you're expected to sale them.",27-Dec-17,I worked at Roche full-time for more than 10 years,"""Great Company!""",5
Roche,,Current Employee ,,"Great environment, will learn a lot here.",Certain changes move slowly through the ranks.,17-Jan-18,I have been working at Roche full-time,"""Associate Scientist II""",4
Roche,,Current Employee ,,"Corporate benefits
Job security
Good work hour flexibility","Hard to move up.
Too much politics involved in decision making",13-Jan-18,I have been working at Roche full-time for more than a year,"""Principal Scientist""",3
Roche,,Senior IT Quality Assurance & Validation Consultant ,"Indianapolis, IN","Open work environment!
Flexible hours!
Great Colleagues!
No. 1 place to work!",There are no cons about working at Roche. Most are highly respectful leaders in the industry!,29-Dec-17,I worked at Roche  for more than 10 years,"""Sr. IT Quality Assurance & Validation Consultant""",5
Roche,,Current Employee ,,"I am lucky enough to work with passionate, talented and fun people every day.  The work we do isn't always easy or stress-free by any means, but the people we work with, the meaningful work to be done and the way the company treats its' employees makes it worth it.","There's a lot of great people working here, so you have a lot of competition for jobs you want.  I don't think that's a con per say, but it is a challenge.",19-Dec-17,I have been working at Roche full-time,"""Great place to work""",5
Roche,,Current Employee ,,"Networking, Products, Facilities, Culture, People, Innovative","Slow, Siloed, Competitive, Traditional, Focused",18-Dec-17,I have been working at Roche full-time,"""Roche""",5
Roche,,Current Employee ,,Good medical benefits although they are changing at the end of next year,to get an increase you have to quit and reapply. This is common knowledge people have overheard managers discussing this.,29-Dec-17,I have been working at Roche full-time for less than a year,"""Fes""",3
Roche,,Former Employee ,,Nice people to work with,Disjointed at times for businesses,20-Dec-17,I worked at Roche full-time,"""QA""",5
Roche,, ,"San Jose, CA","Everyone works hard
Team work attitude 
Great benefits
Fun activities","HR is a nightmare
Need to remind HR that people aren't expendable",14-Dec-17,I worked at Roche  for more than 5 years,"""Hardworking, smart and fun place to be""",5
Roche,,Current Employee ,,"Roche is Strong company with many perks and benefits. There are many opportunities to grow, climb, and advance your career.",Work life balance can be tough at times. Field support positions are often left out to dry on learning new company strategies including new technology.,7-Dec-17,I have been working at Roche full-time,"""Sr. Field Application Specialist""",5
Roche,,Former Employee ,,"Most things from a corporate standpoint are done 'by the book'.  Roche doesn't cut corners.  The structure of the organization is solid, and most of the Sr Leadership","The culture is competitive, fear-driven, & cutthroat.  The Indy HQ is essentially just a sales office for the global product teams.  Glorified used car dealers.  The global teams hold most of the critical actions and decisions.",25-Dec-17,I worked at Roche full-time for more than 3 years,"""Marketing Manager""",3
Roche,,Current Employee ,,Great company to work at overall!,To many lay offs  constant worry about job stability!,27-Dec-17,I have been working at Roche full-time for more than 8 years,"""Contracts""",3
Roche,,Current Employee ,,"Awesome benefits, good salary, very smart people","Advancement impossible unless you’re  a pet, previous success gets you hired but then  doesn’t count, too focused on short-term financials, company built and operated around most expensive/longest sale-cycle product line and expects everyone else—who would be with the “right products” if they were any good—to prop it up, WAY too much shuffling of deck chairs because too many middle managers who don’t know what they’re doing",14-Dec-17,I have been working at Roche full-time for more than 5 years,"""Sales""",3
Roche,,Current Employee ,,Company benefits are excellent.,"Salary is not competitive enough. Also, getting a promotion is very difficult.",10-Dec-17,I have been working at Roche full-time for less than a year,"""Roche Molecular Systems""",3
Roche,,Current Employee ,,Great Benefits. 3 weeks vacation.,"Heavy lifting, minor management issues.",4-Dec-17,I have been working at Roche full-time for more than 3 years,"""Love my job""",5
Roche,,Former Employee ,,Reasonable Salary and benefits provided.,"This company was the worst I've ever worked for in my 20 plus year career.  I've done work for most of the companies on the east coast and have never seen anything like this circus.  Directors and Managers that are totally incompetent and using their ""power"" to take advantage of their direct reports.  I've seen very many inappropriate relationships while at Roche. HR particularly in Branchburg has and will be hit with numerous lawsuits for wrongful termination as well as covering up and fabricating facts. Could be a great company, but never will be.",6-Dec-17,I worked at Roche full-time for more than 5 years,"""A sad state of affairs in Branchburg...""",2
Roche,,Current Employee ,,Great benefits and work environment.  All the resources you need to succeed.,"Like all big companies, there is some sort of politics.  However, management is mostly transparent to it's employees, which is rare.",19-Nov-17,I have been working at Roche full-time for more than 3 years,"""Great place to work""",5
Roche,,Former Employee ,,Awesome benefits. Great cause- you know why you get up every day. Passion,Leadership at the VP level did not align with the people doing the work. They come up with ideas that just don't work in the real world. A lot of layers and red tape. Hard to get anything done without going up multiple layers. Lacks innovation. A lot of clicks and playing favorites. Also a lot of arguing between leaders and then putting their people in the middle of the situation- very uncomfortable.,6-Dec-17,I worked at Roche full-time for more than a year,"""Roche is not for everyone""",2
Roche,, ,,Awesome people work here. Loved it.,Lots of politics s s s,5-Dec-17,I have been working at Roche ,"""Great""",4
Roche,,Current Employee ,,"Really good benefits, environment, opportunities,",Need to get better with having better work life balance,30-Nov-17,I have been working at Roche full-time,"""Sr. Financial Analyst""",4
Roche,, ,,very good working environment. Enjoy,Haven't thought of any so far.,29-Nov-17,I worked at Roche ,"""Data analyst""",4
Roche,,Current Employee ,,Work with people coming from the best educational institutions with solid research background. Company supports mid and  long term R&D. Company invests in development of employees.,Work is divided across multiple levels of management. It is not clear how major business decisions are made.,19-Nov-17,I have been working at Roche full-time for less than a year,"""Productization of new technologies""",4
Roche,,Current Employee ,,Very generous company and nice people to work with.,Slow processes and not flexible for change.,16-Nov-17,I have been working at Roche full-time,"""Software Engineer""",4
Roche,,Former Employee ,,Great environment and easygoing people.,Hard to move up in the company,31-Oct-17,I worked at Roche full-time for more than a year,"""Lab tech""",5
Roche,,Current Employee ,,"Global Company, good benefits, healthy business","Global Company with limited opportunities,",18-Oct-17,I have been working at Roche full-time for more than 5 years,"""Good Company""",5
Roche,,Former Employee ,,"Work/Life balance is great, because there is NOTHING competent to do in this place. You just don't have to learn anything new, but continue forth with ancient technologies (PCR) for as long as you are here. All you need to do to get a promotion is to suck up to your manager.  Skills and caliber are irrelevant. Just look at the caliber of the Principal Scientists, Research Leaders, Directors and Vice Presidents in your division for proof!","Roche Molecular Systems, Pleasanton, CA is a gigantic cesspit where people 'think' they do science.",15-Nov-17,I worked at Roche full-time for more than a year,"""Roche Molecular Systems, Pleasanton, CA""",1
Roche,,Current Employee ,,"Roche is an awesome company to work for.  I have worked here, in the Nutley and New York sites, for 6 years (2012-present), and I have had a great experience so far. Roche went through a very hard reorganization process, when management closed Nutley, and yet their treatment of employees was appropriate. I stayed in the smaller site, changing jobs within departments. We perform great research, with fabulous resources, and fantastic team members. We interact with Diagnostics, Genentech, European sites and Chugai. It is a very rewarding experience and I recommend it to anybody. Kudos!","As in any big company, governance is complex, and it takes long time to make decisions. But drug development is tough, expensive, and decisions must be very careful made. Work/life balance is great and culture is strong.",10-Oct-17,I have been working at Roche full-time,"""Director""",5
Roche,, ,,"Great and Smart Colleagues 
Great place to learn",High pressure work environment and long hours,9-Oct-17,I worked at Roche ,"""Market Access Manager""",5
Roche,,Current Employee ,,Employees comitted to doing what is right tof the patient,Organizational instability with leadership chnages,19-Oct-17,I have been working at Roche full-time,"""Business Operations""",3
Roche,,Former Employee ,,good company to work for,too slow for change,20-Oct-17,I worked at Roche full-time,"""head od sales""",4
Roche,,Current Employee ,,Benefits are great.  Lots of community involvement.  Ability to take on assignments overseas,"Very political environment.  Often, your work is used to promote someone else.. not you.",16-Oct-17,I have been working at Roche full-time for more than 10 years,"""Business Analyst""",2
Roche,,Current Employee ,,Roche is a great place to work.,It is difficult to move up at Roche,15-Oct-17,I have been working at Roche full-time,"""Roche""",3
Roche,,Former Employee ,,"Great growth opportunity if you're willing to travel, or relocate. Offered me perspective with large corporation complexities in highly matrixed organization.","Slow moving organization, focus on processes, and difficult to change inefficiencies due to larger Roche policies. Small site with limited growth/promotions at this site.",2-Oct-17,I worked at Roche full-time for more than 5 years,"""Tight knit community of scientists committed to making a difference.""",5
Roche,,Former Employee ,,"Customer focused
Good pay and benefits",Management - not always up front with information,16-Oct-17,I worked at Roche full-time for more than 10 years,"""Good place to work""",4
Roche,,Former Employee ,,Roche treats their employees fairly,Insurance reimbursement  is driving product sales,14-Oct-17,I worked at Roche full-time for more than 10 years,"""Sales Consultant""",4
Roche,,Current Employee ,,Great people and good work-life balance.  Very busy but good support.,A bit process heavy but always looking for improvement.,11-Oct-17,I have been working at Roche full-time,"""Roche Early Development group""",4
Roche,,Former Employee ,,Great people. Good benefits. Nice group of people to work with as they were very professional.,Small site. Closed after acquiring new technology.,12-Sep-17,I worked at Roche full-time for more than a year,"""Manufacturing Engineer""",5
Roche,,Current Employee ,,Great work/life balance and benefits.  Opportunities and support available.,More red tape to get ideas pushed thru and less employee autonomy.  Frequent re-organizations within the departments and company overall.,12-Sep-17,I have been working at Roche full-time,"""Investigation Specialist""",5
Roche,,Former Employee ,,"Great benefits,  excellent production team and a real fun place to work! Since their acquisition by Roche the benefits got even better if you can believe that!","No cons,  the bad apples have been removed and all is well! Roche treats their employees well, I would work for them again.",13-Sep-17,I worked at Roche full-time for more than a year,"""Great place to work!""",5
Roche,,Current Employee ,,Very good benefits including 401K and paternity leave.,Decision making process takes time.,8-Sep-17,I have been working at Roche full-time,"""Sr Systems Architect""",5
Roche,,Former Employee ,,Initial entry into a career in regulated manufacturing. Large budget and moderate job security,"Large corporate culture, incompetent leadership",16-Sep-17,I worked at Roche full-time,"""Typical large corporate culture""",3
Roche,,Former Employee ,,Good Company to work and Gow,Lack of Growth to move forward,14-Sep-17,I worked at Roche full-time,"""Senior Architect""",3
Roche,, ,,"- Good work/life balance
- It's impossible to get fired if you're a full-time employee
- Great scientists","- TERRIBLE management, especially in business leaders
- While there are smart people in the software org in Belmont, everywhere else has pretty terrible talent in terms of tech
- Terrible innovation, lots of no, everyone is afraid to change anything
- Outdated technology and systems
- Cheap with employees
- Not very smart people in business, which is why diagnostics is treated 2nd class to pharma
- Recruiting outside Belmont is awful
- SO much bureaucracy it's absolutely frustrating
- Tons of promotions, no development; they happily keep low performing employees
- If you disagree with the status quo you're outcasted, berated, told you aren't ""One Roche"" just because you have a different opinion
- Terrible, I mean terrible, culture
- HR is absolutely clueless in terms of people development, career growth... especially HR leadership",4-Oct-17,I worked at Roche ,"""TERRIBLE for anyone in technology! Awful culture.""",1
Roche,,Former Employee ,,Plenty of variety in locations and people. Satisfaction in getting the job done. Challenging but doable and I was able to use my personal knowledge.,Management has a major disconnect with the reality of the frontline work and when there is time to take care of administrative issues.,6-Sep-17,I worked at Roche full-time for more than 5 years,"""Fulfilling work to make patients lives better.""",3
Roche,,Former Employee ,,"Cross Training, New equipment,  GMP",Long hours of shift work,4-Sep-17,I worked at Roche full-time for more than 5 years,"""QC Assoicate Scientist""",3
Roche,,Current Employee ,,Good culture and a place to nurture yourself,"Life sciences company, need to focus on technology more",6-Sep-17,I have been working at Roche full-time for more than 5 years,"""Software""",2
Roche,, ,,"While Roche is a good company, the Nutley, NJ campus closed a few years ago.  All ratings are irrelevant.","The Nutley, New Jersey facility is closed.",29-Aug-17,I worked at Roche ,"""There are no jobs at Roche in Nutley, New Jersey""",4
Roche,,Former Employee ,,Great team and benefit package,"closed the facility, its not easy to get into as more than a contractor",17-Aug-17,I worked at Roche full-time,"""Great  Place to Work""",5
Roche,,Former Employee ,,"Salary, benefits, beautiful campus, well equipped, flexibility",If you are over 50 you probably won't be hired for an on-campus job. If you are over 50 and already work on campus beware.,11-Aug-17,I worked at Roche full-time,"""Millennials wanted""",4
Roche,,Former Employee ,,Teams are composed of smart people who work together well. Good benefits. Flexible working from home. A good place to gain experience in drug development.,Decision making is not transparent and decisions get revisited often. Too many governance bodies. Communication to teams is limited. Not much room for career advancement.,23-Aug-17,I worked at Roche full-time for more than 10 years,"""Used to be a great place to work. Management changes have caused disruption.""",3
Roche,, ,,Salary is excellent and work environment supportive.,Unclear whether there will be possibilities to roll over to permanent position.,19-Jul-17,I have been working at Roche ,"""Contractor""",5
Roche,,Former Employee ,,good benefit.  Working for a good cause. Roche has some outstanding (old) products.,"Mafia-styled management culture.  Even you do not know anything, as long as you board-lined belong to the gang, you are better off.   Too many ""professional"" managers, not hands-on,  do not know much about sequencing technology.  All they do is to fight turf all day long. Age, gender discrimination are wide-spread, and encouraged.",30-Aug-17,I worked at Roche full-time,"""Poor Management""",1
Roche,,Media ,"Nutley, NJ",Great place to work people are friendly and very out going when it comes to company functions out side work.,there are none when I was there.,31-Jul-17,I worked at Roche  for less than a year,"""Media""",5
Roche,,Current Employee ,,"Management, flexibility, high quality colleagues, respectful environment","Procedures managed off site, not in Madison.",1-Aug-17,I have been working at Roche full-time,"""great place to work!""",5
Roche,,Current Employee ,,Knowing that you can make a difference to a patients life is very fulfilling.,"Same as all large companies, very easy to get ""Siloed""",25-Jul-17,I have been working at Roche full-time,"""Great place to work!""",5
Roche,,Current Employee ,,"Nice gym.   There are career opportunities available with great managers.  But you also need a good HR person.  Otherwise, it's like working with a dead white ancient pine tree.","Speaking of slow, everything moves slowly like how the grand canyon was made.  Parking is getting very challenging.  Benefits are worse than ever, co-pays are 10-20x than they use to be.  Even the talent during the spring concert this year was sub par.",10-Aug-17,I have been working at Roche full-time for less than a year,"""It's like molasses around here.""",3
Roche,,Current Employee ,,Good pay/benefits package. International company. Regular training.,"It's not what you know, it's who you know. Same as most other places I guess, so this is an indictment of the system, not of the company.",26-Jul-17,I have been working at Roche full-time for more than 10 years,"""Good company overall""",5
Roche,,Former Employee ,,"Very employee friendly, great benefits, great teamwork, good resources, and good salary",On call and overtime could be less,31-Jul-17,I worked at Roche full-time for more than 10 years,"""Ex-Roche employee""",4
Roche,,Current Employee ,,"The company cares about its people, takes pride in development and internal promotion, and provides great benefits and resources to help employees.","Communication from senior leadership is not always the best, and it makes it unclear at times what the business focuses are and what the long-term goals are.",22-Jul-17,I have been working at Roche full-time,"""Roche cares about its employees.""",5
Roche,,Former Employee ,,People are friendly and helpful.  Great work life balance.  Company does many different community projects and allows employees to participate.   Campus has been updated internally and externally.  Starbucks in main cafeteria and a great work out facility.,Hard to get promoted.  Feels like its all about who you know instead of what you can achieve.  Very little succession planning,30-Jul-17,I worked at Roche full-time for more than 10 years,"""Service Support Consultant""",4
Roche,,Former Employee ,,Great people and benefits!  Love you all!,"Too many products behind technology in the diabetes device world. 
No formulary coverage so impossible for your sales reps to win!",25-Jul-17,I worked at Roche full-time for more than a year,"""Diabetes Solutions Specialist""",4
Roche,,Former Employee ,,The people are very intelligent and passionate about science.  The pay and benefits are excellent.  Excellent employee development opportunity are always present if you are willing to make the effort.  The business is very profitable and stable.  Executive management cares about their people.  Most of them speak with empathy and genuine support for their people.,These are not really cons but a by-product of the pros that management should keep an eye on so it doesn't get out of hand.  Highly intelligent and passionate people in an excellently paid environment will lead to a very competitive work environment.  Some members are not looking out for the whole but their next promotion.  The fierce competition can diminish genuine and authentic connection cross functionally.,16-Jul-17,I worked at Roche full-time for more than a year,"""A Great Place To Work and Learn""",5
Roche,, ,,"good work environment, lots of friendly faces","high outputs, short training time",29-Jul-17,I have been working at Roche ,"""lab tech""",4
Roche,,Current Employee ,,Lots of opportunity for career advancement if you are willing to relocate,Inability to relocate hurts your ability to advance. No good advancement paths for technical leads - need to lead people to advance,20-Jul-17,I have been working at Roche full-time for more than 10 years,"""R&D Director""",3
Roche,,Current Employee ,,The company has plenty of benefits.,Hardly any career growth without education.,20-Jul-17,I have been working at Roche full-time for more than a year,"""Accessioning Clerk I""",3
